年份,国家,min(ci.sc),max(ci.sc),median(ci.sc),min(ci.did),max(ci.did),median(ci.did)
2013,埃及,-0.8999999999999999,0.3200000000000003,-0.32999999999999985,-0.9199999999999999,0.040000000000000036,-0.43999999999999995
2014,埃及,-2.54,0.43999999999999995,-1.19,-0.9199999999999999,0.040000000000000036,-0.43999999999999995
2015,埃及,-2.1,0.3799999999999999,-0.95,-1.06,-0.08000000000000007,-0.5700000000000001
2016,埃及,-2.16,1.7800000000000002,0.010000000000000009,-0.98,0,-0.49
2017,埃及,-2.98,0.8399999999999999,-1.15,-1.18,-0.19999999999999973,-0.69
2018,埃及,-2.4,2,-0.22999999999999976,-1.04,-0.08000000000000007,-0.56
2019,埃及,-2.24,1.3600000000000003,-0.3599999999999999,-1.08,-0.10000000000000009,-0.5900000000000001
2013,波兰,-0.8599999999999999,0.1200000000000001,-0.3699999999999999,-1.74,1.0200000000000005,-0.3599999999999999
2014,波兰,-2.46,0.48,-1.04,-1.74,1.0200000000000005,-0.3599999999999999
2015,波兰,-2.3,0.26000000000000023,-1.03,-1.82,0.94,-0.43999999999999995
2016,波兰,-2.4,0.6600000000000001,-0.8899999999999999,-2.12,0.6400000000000001,-0.7399999999999998
2017,波兰,-2.2199999999999998,0.6200000000000001,-0.7999999999999998,-2.04,0.7400000000000002,-0.6500000000000001
2018,波兰,-2.1,1.5600000000000005,-0.2799999999999998,-1.9,0.8799999999999999,-0.51
2019,波兰,-2.08,1.08,-0.5,-1.88,0.8799999999999999,-0.5
2013,阿尔巴尼亚,-3,1.4000000000000004,-0.7999999999999998,-1.32,0.8999999999999999,-0.20999999999999974
2014,阿尔巴尼亚,-3,0.6200000000000001,-1.19,-1.56,0.6600000000000001,-0.44999999999999996
2015,阿尔巴尼亚,-2.78,1.3200000000000003,-0.7299999999999998,-1.72,0.5,-0.6100000000000001
2016,阿尔巴尼亚,-3,1.2599999999999998,-0.8699999999999999,-1.88,0.33999999999999986,-0.7699999999999998
2017,阿尔巴尼亚,-3,2,-0.5,-2.44,-0.23999999999999977,-1.3399999999999999
2018,阿尔巴尼亚,-3,2,-0.5,-2.2800000000000002,-0.06000000000000005,-1.17
2019,阿尔巴尼亚,-3,1.7800000000000002,-0.6100000000000001,-2.2199999999999998,0,-1.1099999999999999
2013,爱沙尼亚,-3,2,-0.5,-3,2,-0.5
2014,爱沙尼亚,-3,2,-0.5,-3,2,-0.5
2015,爱沙尼亚,-3,2,-0.5,-3,2,-0.5
2016,爱沙尼亚,-3,2,-0.5,-3,2,-0.5
2017,爱沙尼亚,-3,2,-0.5,-3,2,-0.5
2018,爱沙尼亚,-3,2,-0.5,-3,2,-0.5
2019,爱沙尼亚,-3,2,-0.5,-3,2,-0.5
2013,立陶宛,-0.8399999999999999,1.96,0.56,-2.44,1.0999999999999996,-0.6700000000000002
2014,立陶宛,-3,1.92,-0.52,-2.7,0.8599999999999999,-0.9199999999999999
2015,立陶宛,-3,1.2999999999999998,-0.8399999999999999,-2.84,0.7000000000000002,-1.07
2016,立陶宛,-3,2,-0.5,-2.84,0.7000000000000002,-1.07
2017,立陶宛,-3,2,-0.49,-2.88,0.6800000000000002,-1.0999999999999999
2018,立陶宛,-3,2,-0.41999999999999993,-3,0.26000000000000023,-1.3699999999999999
2019,立陶宛,-3,1,-1.02,-3,-0.040000000000000036,-1.52
2013,斯洛文尼亚,-2.56,0.1200000000000001,-1.22,-3,1.7800000000000002,-0.6100000000000001
2014,斯洛文尼亚,-3,-0.06000000000000005,-1.53,-3,1.54,-0.7299999999999998
2015,斯洛文尼亚,-2.24,0.41999999999999993,-0.9099999999999999,-3,1.4000000000000004,-0.7999999999999998
2016,斯洛文尼亚,-0.6800000000000002,1.88,0.6000000000000001,-2.12,2,-0.06000000000000005
2017,斯洛文尼亚,-1.76,2,0.1200000000000001,-2.24,2,-0.1200000000000001
2018,斯洛文尼亚,-1.5,2,0.2500000000000002,-1.98,2,0.010000000000000009
2019,斯洛文尼亚,-1.88,2,0.5700000000000001,-0.45999999999999996,2,0.7700000000000002
2013,保加利亚,-1.54,1.8200000000000003,0.14000000000000012,-0.8199999999999998,2,0.5900000000000001
2014,保加利亚,-3,2,-0.5,-0.94,2,0.53
2015,保加利亚,-3,2,-0.5,-0.7599999999999998,2,0.6200000000000001
2016,保加利亚,-3,2,-0.5,-1.32,2,0.33999999999999986
2017,保加利亚,-3,2,-0.5,-1.06,2,0.47
2018,保加利亚,-3,2,-0.5,-1.56,2,0.2200000000000002
2019,保加利亚,-3,2,-0.5,-1.68,1.9800000000000004,0.15000000000000013
2013,捷克,-0.6200000000000001,1,0.19000000000000017,-1.5,2,0.2500000000000002
2014,捷克,-1.5999999999999999,1.7999999999999998,0.10000000000000009,-1.58,2,0.2100000000000002
2015,捷克,-1.94,1.5200000000000005,-0.20999999999999974,-1.8,2,0.10000000000000009
2016,捷克,-1.92,2,0.040000000000000036,-2,2,0
2017,捷克,-2.58,1.6000000000000005,-0.49,-2.46,1.6799999999999997,-0.3899999999999999
2018,捷克,-1.66,2,0.17000000000000015,-2.06,2,-0.030000000000000027
2019,捷克,-1.98,2,0.010000000000000009,-2.06,2,-0.030000000000000027
2013,匈牙利,-1.7,0.14000000000000012,-0.7799999999999998,-2.16,2,-0.08000000000000007
2014,匈牙利,-2.32,0.3200000000000003,-1,-2.36,2,-0.18000000000000016
2015,匈牙利,-2.66,0,-1.33,-2.48,1.9400000000000004,-0.2699999999999998
2016,匈牙利,-3,-0.2999999999999998,-1.65,-3,1.1399999999999997,-0.9299999999999999
2017,匈牙利,-3,-0.43999999999999995,-1.72,-3,1.04,-0.98
2018,匈牙利,-3,1.5,-0.7499999999999998,-3,0.8999999999999999,-1.05
2019,匈牙利,-3,0.7400000000000002,-1.13,-3,1.1399999999999997,-0.9299999999999999
2013,马其顿,-0.5,2,0.7500000000000002,-1.3399999999999999,2,0.33000000000000007
2014,马其顿,-3,2,-0.5,-1.58,2,0.2100000000000002
2015,马其顿,-3,2,-0.5,-1.72,2,0.14000000000000012
2016,马其顿,-3,2,-0.5,-1.94,2,0.030000000000000027
2017,马其顿,-3,2,-0.5,-2.12,1.88,-0.1200000000000001
2018,马其顿,-3,2,-0.5,0.6600000000000001,2,1.33
2019,马其顿,-3,2,-0.5,0.08000000000000007,2,1.04
2013,塞尔维亚,-0.9199999999999999,2,0.15000000000000013,-0.06000000000000005,1.04,0.49
2014,塞尔维亚,-2.48,1.8399999999999999,-0.69,0.16000000000000014,1.2800000000000002,0.7200000000000002
2015,塞尔维亚,-2.24,1.9800000000000004,-0.56,0.54,1.6399999999999997,1.0899999999999999
2016,塞尔维亚,-2.06,1.96,-0.69,0.8399999999999999,1.9400000000000004,1.3900000000000001
2017,塞尔维亚,-0.6200000000000001,1.96,0.56,1.42,2,1.71
2018,塞尔维亚,-0.6000000000000001,1.96,0.33999999999999986,1.7800000000000002,2,1.8900000000000001
2019,塞尔维亚,-2.42,1.9000000000000004,-0.51,1.2199999999999998,2,1.6100000000000003
2013,罗马尼亚,-1.54,0.3599999999999999,-0.89,-2.34,-0.10000000000000009,-1.22
2014,罗马尼亚,-3,0.6200000000000001,-1.27,-2.32,-0.08000000000000007,-1.2
2015,罗马尼亚,-1.78,0.43999999999999995,-0.8399999999999999,-1.8,0.41999999999999993,-0.69
2016,罗马尼亚,-1.92,2,-0.16000000000000014,-1.94,0.30000000000000027,-0.8199999999999998
2017,罗马尼亚,-2.8,1.1799999999999997,-1.18,-2.32,-0.08000000000000007,-1.2
2018,罗马尼亚,-3,2,-0.7199999999999998,-2.46,-0.21999999999999975,-1.3399999999999999
2019,罗马尼亚,-3,0.6000000000000001,-1.44,-2.16,0.08000000000000007,-1.04
2013,斯洛伐克,-2.56,2,-0.2799999999999998,-1.16,2,0.41999999999999993
2014,斯洛伐克,-2.88,2,-0.43999999999999995,-0.98,2,0.51
2015,斯洛伐克,-3,2,-0.5,-1.1199999999999999,2,0.43999999999999995
2016,斯洛伐克,-3,2,-0.5,-1.78,2,0.1100000000000001
2017,斯洛伐克,-3,2,-0.5,-1.9,2,0.050000000000000044
2018,斯洛伐克,-3,2,-0.5,-1.8599999999999999,2,0.07000000000000006
2019,斯洛伐克,-3,2,-0.5,-2.08,2,-0.040000000000000036
2013,克罗地亚,-3,0.10000000000000009,-1.45,-2.36,0,-1.18
2014,克罗地亚,-3,0.56,-1.22,-2.26,0.10000000000000009,-1.08
2015,克罗地亚,-3,0.8799999999999999,-1.06,-2.4,-0.040000000000000036,-1.22
2016,克罗地亚,-3,2,-0.5,-2.6,-0.23999999999999977,-1.42
2017,克罗地亚,-3,2,-0.5,-1.56,0.8000000000000003,-0.3799999999999999
2018,克罗地亚,-3,2,-0.5,-1.0999999999999999,1.2599999999999998,0.08000000000000007
2019,克罗地亚,-3,2,-0.5,-0.7999999999999998,1.5600000000000005,0.3799999999999999
2013,拉脱维亚,-1.8,1.4800000000000004,-0.16000000000000014,-3,0.52,-1.24
2014,拉脱维亚,-3,1.5600000000000005,-0.7199999999999998,-3,0.28000000000000025,-1.3599999999999999
2015,拉脱维亚,-3,1.6600000000000001,-0.6700000000000002,-3,0.6800000000000002,-1.16
2016,拉脱维亚,-3,2,-0.5,-3,0.48,-1.26
2017,拉脱维亚,-3,2,-0.5,-3,0.41999999999999993,-1.29
2018,拉脱维亚,-3,2,-0.5,-2.9,2,-0.44999999999999996
2019,拉脱维亚,-3,2,-0.5,-2.96,2,-0.48
2013,波斯尼亚—黑塞哥维那,-2.16,1.08,-0.55,-3,0.41999999999999993,-1.29
2014,波斯尼亚—黑塞哥维那,-3,0.7200000000000002,-1.16,-3,0.18000000000000016,-1.41
2015,波斯尼亚—黑塞哥维那,-3,0.3599999999999999,-1.3399999999999999,-3,0.26000000000000023,-1.3699999999999999
2016,波斯尼亚—黑塞哥维那,-3,1.2400000000000002,-0.8599999999999999,-3,0.16000000000000014,-1.42
2017,波斯尼亚—黑塞哥维那,-3,1.9800000000000004,-0.42999999999999994,-3,-0.6800000000000002,-1.84
2018,波斯尼亚—黑塞哥维那,-3,2,-0.5,-3,-0.7999999999999998,-1.9
2019,波斯尼亚—黑塞哥维那,-3,1.9000000000000004,-0.54,-3,0.52,-1.24
2013,黑山,-3,1.04,-0.98,-3,1.58,-0.7099999999999997
2014,黑山,-3,1.08,-0.96,-3,1.3399999999999999,-0.8299999999999998
2015,黑山,-3,1.4800000000000004,-0.7599999999999998,-3,1.1799999999999997,-0.9099999999999999
2016,黑山,-3,2,-0.5,-1.02,2,0.49
2017,黑山,-2.42,2,-0.20999999999999974,1.0200000000000005,2,1.5100000000000002
2018,黑山,-2.46,2,-0.22999999999999976,1.38,2,1.69
2019,黑山,-2.12,2,-0.06000000000000005,1.6399999999999997,2,1.8200000000000003
2013,乌克兰,-1,0.52,-0.23999999999999977,-3,2,-0.5
2014,乌克兰,-3,0.56,-1.22,-3,2,-0.5
2015,乌克兰,-3,0.6200000000000001,-1.19,-3,2,-0.5
2016,乌克兰,-3,1.04,-0.99,-3,2,-0.5
2017,乌克兰,-2.74,1.7199999999999998,-0.54,-3,2,-0.5
2018,乌克兰,-2.5,1.7999999999999998,-0.31999999999999984,-3,2,-0.5
2019,乌克兰,-2.12,1.96,-0.07000000000000006,-3,2,-0.5
2013,白俄罗斯,-1.76,2,0.1200000000000001,0.08000000000000007,2,1.04
2014,白俄罗斯,-2.06,2,-0.030000000000000027,0.6400000000000001,2,1.3200000000000003
2015,白俄罗斯,-1.32,2,0.33999999999999986,1.0999999999999996,2,1.5500000000000003
2016,白俄罗斯,-1.52,2,0.2400000000000002,0.94,2,1.4700000000000002
2017,白俄罗斯,-1.68,2,0.16000000000000014,0.8999999999999999,2,1.4500000000000002
2018,白俄罗斯,-1.78,2,0.1100000000000001,0.7000000000000002,2,1.35
2019,白俄罗斯,-1.18,2,0.4099999999999999,0.8999999999999999,2,1.4500000000000002
2013,摩尔多瓦,-0.7799999999999998,2,0.6100000000000001,-2.36,1.7800000000000002,-0.2899999999999998
2014,摩尔多瓦,-3,2,-0.5,-2.6,1.54,-0.53
2015,摩尔多瓦,-3,1.8600000000000003,-0.54,-3,0.7800000000000002,-1.1099999999999999
2016,摩尔多瓦,-3,2,-0.49,-2.96,1.1799999999999997,-0.8899999999999999
2017,摩尔多瓦,-3,2,-0.41999999999999993,-3,1.04,-0.98
2018,摩尔多瓦,-3,2,-0.48,-3,0.9199999999999999,-1.04
2019,摩尔多瓦,-3,2,-0.47,-3,0.8799999999999999,-1.06
2013,俄罗斯,-0.1200000000000001,0.20000000000000018,0.030000000000000027,-1.0999999999999999,1,-0.050000000000000044
2014,俄罗斯,-1.02,0.18000000000000016,-0.41999999999999993,-1.2,0.8999999999999999,-0.15000000000000013
2015,俄罗斯,-0.5800000000000001,0.6600000000000001,-0.010000000000000009,-0.8799999999999999,1.2400000000000002,0.18000000000000016
2016,俄罗斯,-0.6999999999999997,1.3399999999999999,0.41999999999999993,-1.16,0.94,-0.1100000000000001
2017,俄罗斯,-0.8799999999999999,0.8000000000000003,-0.16000000000000014,-1.24,0.8599999999999999,-0.18999999999999995
2018,俄罗斯,-0.8599999999999999,1.4000000000000004,0.32000000000000006,-1.3399999999999999,0.7800000000000002,-0.2799999999999998
2019,俄罗斯,-1.02,0.5800000000000001,-0.42999999999999994,-1.48,0.6200000000000001,-0.42999999999999994
