年份,国家,lg
2013,埃及,3.0610517396746335
2012,埃及,3.100992784211484
2011,埃及,3.1406980438041767
2010,埃及,3.1813816204406202
2009,埃及,3.2208738275308737
2008,埃及,3.2607852279454104
2007,埃及,3.301008654406723
2006,埃及,3.3407394126250414
2005,埃及,3.380654480430826
2004,埃及,3.421979920844684
2003,埃及,3.4660483539817717
2002,埃及,3.512440560478137
2001,埃及,3.562181801067979
2019,萨尔瓦多,2.437115985951652
2018,萨尔瓦多,2.468946630209271
2017,萨尔瓦多,2.505525936990736
2016,萨尔瓦多,2.5400259490090797
2015,萨尔瓦多,2.5771819258971713
2014,萨尔瓦多,2.6181254935742233
2013,萨尔瓦多,2.6616571615324998
2012,萨尔瓦多,2.7047112998366956
2011,萨尔瓦多,2.750470916986162
2010,萨尔瓦多,2.7978909051019993
2009,萨尔瓦多,2.8466520505398383
2008,萨尔瓦多,2.89480635496403
2007,萨尔瓦多,2.944965156500338
2006,萨尔瓦多,2.994231147427724
2005,萨尔瓦多,3.0440461338325417
2004,萨尔瓦多,3.095125017432026
2003,萨尔瓦多,3.1458749319837103
2002,萨尔瓦多,3.1970391302590264
2001,萨尔瓦多,3.248434627109745
2019,厄立特里亚,3.416742592997618
2018,厄立特里亚,3.4442568711226023
2017,厄立特里亚,3.471034341250935
2016,厄立特里亚,3.4989288701554906
2015,厄立特里亚,3.5260663637080247
2014,厄立特里亚,3.5522002551986827
2013,厄立特里亚,3.5793435670456293
2012,厄立特里亚,3.607940511608584
2011,厄立特里亚,3.636532973741727
2010,厄立特里亚,3.667400422436812
2009,厄立特里亚,3.696847623763113
2008,厄立特里亚,3.72834052299485
2007,厄立特里亚,3.762129915853529
2006,厄立特里亚,3.7963876618292214
2005,厄立特里亚,3.8316802527456075
2004,厄立特里亚,3.8680711178989635
2003,厄立特里亚,3.906206120106581
2002,厄立特里亚,3.94565118640813
2001,厄立特里亚,3.9863880873834527
2019,爱沙尼亚,0.6259384308664954
2018,爱沙尼亚,0.6931471805599453
2017,爱沙尼亚,0.7608058290337602
2016,爱沙尼亚,0.8285518175661483
2015,爱沙尼亚,0.9001613499442714
2014,爱沙尼亚,0.9707789171582248
2013,爱沙尼亚,1.0438040521731147
2012,爱沙尼亚,1.1184149159642893
2011,爱沙尼亚,1.1969481893889715
2010,爱沙尼亚,1.2809338454620642
2009,爱沙尼亚,1.366091653802371
2008,爱沙尼亚,1.4539530095937054
2007,爱沙尼亚,1.5432981099295553
2006,爱沙尼亚,1.6331544390514163
2005,爱沙尼亚,1.7227665977411035
2004,爱沙尼亚,1.8115620965242347
2003,爱沙尼亚,1.900613874140137
2002,爱沙尼亚,1.9878743481543455
2001,爱沙尼亚,2.0744289998562917
2019,埃塞俄比亚,3.5986811861957873
2018,埃塞俄比亚,3.6357423557008075
2017,埃塞俄比亚,3.676047475298558
2016,埃塞俄比亚,3.719408659148759
2015,埃塞俄比亚,3.76445064096101
2014,埃塞俄比亚,3.8093256071898036
2013,埃塞俄比亚,3.8543938925915096
2012,埃塞俄比亚,3.900962058068721
2011,埃塞俄比亚,3.948354934675536
2010,埃塞俄比亚,3.9945242269398897
2009,埃塞俄比亚,4.041998081849892
2008,埃塞俄比亚,4.090838422892813
2007,埃塞俄比亚,4.14059181338742
2006,埃塞俄比亚,4.190866129212723
2005,埃塞俄比亚,4.241038941372905
2004,埃塞俄比亚,4.290870315632018
2003,埃塞俄比亚,4.3389886449823125
2002,埃塞俄比亚,4.384274107214361
2001,埃塞俄比亚,4.426282725928419
2019,斐济,3.0763901765714454
2018,斐济,3.071303460401065
2017,斐济,3.0577676644734435
2016,斐济,3.040705639196722
2015,斐济,3.0243197304059035
2014,斐济,3.0106208860477417
2013,斐济,3.0007198150650303
2012,斐济,2.9967317738870745
2011,斐济,2.996232148595642
2010,斐济,2.9992261628082466
2009,斐济,3.0022112396517002
2008,斐济,3.0022112396517002
2007,斐济,2.996232148595642
2006,斐济,2.9856819377004897
2005,斐济,2.9719517448885875
2004,斐济,2.9580304063699794
2003,斐济,2.9486406660201405
2002,斐济,2.9465420293632194
2001,斐济,2.9507349076232554
2019,芬兰,0.6678293725756554
2018,芬兰,0.6729444732424258
2017,芬兰,0.6780335427498971
2016,芬兰,0.688134638736401
2015,芬兰,0.7080357930536959
2014,芬兰,0.7371640659767196
2013,芬兰,0.7701082216960737
2012,芬兰,0.8109302162163288
2011,芬兰,0.8544153281560676
2010,芬兰,0.9042181506398859
2009,芬兰,0.9516578757114463
2008,芬兰,0.9969486348916096
2007,芬兰,1.0438040521731147
2006,芬兰,1.085189268335969
2005,芬兰,1.1216775615991057
2004,芬兰,1.1537315878891892
2003,芬兰,1.1786549963416462
2002,芬兰,1.205970806988609
2001,芬兰,1.2296405510745139
2019,法国,1.3270750014599193
2018,法国,1.3056264580524357
2017,法国,1.2781522025001875
2016,法国,1.2556160374777743
2015,法国,1.244154593958768
2014,法国,1.2383742310432684
2013,法国,1.244154593958768
2012,法国,1.2556160374777743
2011,法国,1.264126727145683
2010,法国,1.269760544863939
2009,法国,1.275362800412609
2008,法国,1.2837077723447896
2007,法国,1.2947271675944
2006,法国,1.308332819650179
2005,法国,1.332366019094335
2004,法国,1.3609765531356006
2003,法国,1.3962446919730587
2002,法国,1.4327007339340465
2001,法国,1.463255402256019
2019,加蓬,3.4388142452334622
2018,加蓬,3.4722769633431074
2017,加蓬,3.508256453955563
2016,加蓬,3.5354368568703585
2015,加蓬,3.5773890780805733
2014,加蓬,3.607669398688393
2013,加蓬,3.629660094453965
2012,加蓬,3.6620219999440535
2011,加蓬,3.696847623763113
2010,加蓬,3.727138166231027
2009,加蓬,3.7607348912143643
2008,加蓬,3.7853253523821886
2007,加蓬,3.8159525366774125
2006,加蓬,3.849083205654272
2005,加蓬,3.873697891106478
2004,加蓬,3.9001528328576587
2003,加蓬,3.9243467551169777
2002,加蓬,3.946231176757883
2001,加蓬,3.9670792111762245
2019,冈比亚,3.580458705159516
2018,冈比亚,3.6060411758049318
2017,冈比亚,3.632309102625542
2016,冈比亚,3.6581624814518756
2015,冈比亚,3.6838669122903918
2014,冈比亚,3.709417105331484
2013,冈比亚,3.7360015611826713
2012,冈比亚,3.762594491936217
2011,冈比亚,3.7896293572140793
2010,冈比亚,3.8172726688823353
2009,冈比亚,3.845455761156033
2008,冈比亚,3.8734900557113625
2007,冈比亚,3.902982260775997
2006,冈比亚,3.9328055446106744
2005,冈比亚,3.9630962756121466
2004,冈比亚,3.993602992420569
2003,冈比亚,4.024637149797281
2002,冈比亚,4.055257173514054
2001,冈比亚,4.085640121591954
2019,格鲁吉亚,2.1435893615035875
2018,格鲁吉亚,2.1656192379208883
2017,格鲁吉亚,2.186051276738094
2016,格鲁吉亚,2.2082744135228043
2015,格鲁吉亚,2.2364452904895007
2014,格鲁吉亚,2.2731562823032334
2013,格鲁吉亚,2.321406847234633
2012,格鲁吉亚,2.3813962734183356
2011,格鲁吉亚,2.453587966530573
2010,格鲁吉亚,2.5384474167160302
2009,格鲁吉亚,2.631888840136646
2008,格鲁吉亚,2.731766727719526
2007,格鲁吉亚,2.836736542063533
2006,格鲁吉亚,2.9412760877579323
2005,格鲁吉亚,3.044998514856909
2004,格鲁吉亚,3.1450139762697455
2003,格鲁吉亚,3.2367157429965316
2002,格鲁吉亚,3.321793358874887
2001,格鲁吉亚,3.3975239762958465
2019,德国,1.169381359556317
2018,德国,1.1786549963416462
2017,德国,1.184789984909162
2016,德国,1.1908875647772805
2015,德国,1.1939224684724346
2014,德国,1.1969481893889715
2013,德国,1.2029723039923526
2012,德国,1.2149127443642704
2011,德国,1.2267122912954254
2010,德国,1.244154593958768
2009,德国,1.264126727145683
2008,德国,1.2892326482767593
2007,德国,1.3110318766193438
2006,德国,1.3376291891386096
2005,德国,1.3609765531356006
2004,德国,1.3837912309017721
2003,德国,1.4060969884160703
2002,德国,1.430311246536665
2001,德国,1.451613827240533
2019,加纳,3.52311998561896
2018,加纳,3.5542045507873348
2017,加纳,3.5874002851640823
2016,加纳,3.6219380483600547
2015,加纳,3.657130755799356
2014,加纳,3.6948615257914836
2013,加纳,3.7316994512968646
2012,加纳,3.77138067562568
2011,加纳,3.8110970868381857
2010,加纳,3.8501476017100584
2009,加纳,3.888140064964814
2008,加纳,3.9223692974822906
2007,加纳,3.9523968995664194
2006,加纳,3.978933710710773
2005,加纳,4.003872659058025
2004,加纳,4.0296282475024094
2003,加纳,4.057680577850509
2002,加纳,4.089834406744215
2001,加纳,4.12535861575127
2019,希腊,1.1969481893889715
2018,希腊,1.264126727145683
2017,希腊,1.3190856114264407
2016,希腊,1.3506671834767394
2015,希腊,1.355835153635182
2014,希腊,1.33500106673234
2013,希腊,1.3001916620664788
2012,希腊,1.2612978709452054
2011,希腊,1.2412685890696329
2010,希腊,1.235471471385307
2009,希腊,1.2412685890696329
2008,希腊,1.2556160374777743
2007,希腊,1.2837077723447896
2006,希腊,1.3297240096314962
2005,希腊,1.3887912413184778
2004,希腊,1.4539530095937054
2003,希腊,1.5195132049061133
2002,希腊,1.5871923034867805
2001,希腊,1.6582280766035324
2019,格林纳达,2.6864860231863696
2018,格林纳达,2.6892071133007303
2017,格林纳达,2.6844403354630764
2016,格林纳达,2.6720775406433925
2015,格林纳达,2.6567569067146595
2014,格林纳达,2.640484881606444
2013,格林纳达,2.6217658325051976
2012,格林纳达,2.604170070614818
2011,格林纳达,2.5855058483441162
2010,格林纳达,2.567254391136754
2009,格林纳达,2.552565298261815
2008,格林纳达,2.5392369943330477
2007,格林纳达,2.529720665577793
2006,格林纳达,2.5241273629412815
2005,格林纳达,2.522523513359307
2004,格林纳达,2.5241273629412815
2003,格林纳达,2.529720665577793
2002,格林纳达,2.5376572151735295
2001,格林纳达,2.5478814489493886
2019,危地马拉,3.0325462466767075
2018,危地马拉,3.0638581026015914
2017,危地马拉,3.095577608523707
2016,危地马拉,3.12982600803469
2015,危地马拉,3.164630810015805
2014,危地马拉,3.2007118542405295
2013,危地马拉,3.2375012889913655
2012,危地马拉,3.27601201623901
2011,危地马拉,3.3138223021771545
2010,危地马拉,3.351656936102019
2009,危地马拉,3.389124800427886
2008,危地马拉,3.4258899942525267
2007,危地马拉,3.462606009790799
2006,危地马拉,3.498324092392878
2005,危地马拉,3.5336865647082343
2004,危地马拉,3.5689691574413787
2003,危地马拉,3.6035938598315758
2002,危地马拉,3.6381123370602833
2001,危地马拉,3.673765816303888
2019,几内亚,4.156066620850098
2018,几内亚,4.176078147248771
2017,几内亚,4.194340715380776
2016,几内亚,4.211386582653765
2015,几内亚,4.230040277676
2014,几内亚,4.245347435758628
2013,几内亚,4.2601414466837575
2012,几内亚,4.277082698901271
2011,几内亚,4.294560608892605
2010,几内亚,4.312676556539088
2009,几内亚,4.33204826486764
2008,几内亚,4.353498551059343
2007,几内亚,4.377014092850337
2006,几内亚,4.4029315953537775
2005,几内亚,4.4312928759767996
2004,几内亚,4.462223176668158
2003,几内亚,4.495578509357997
2002,几内亚,4.531200665787917
2001,几内亚,4.567675981560511
2019,几内亚比绍,3.9573787071489432
2018,几内亚比绍,3.9884283366305513
2017,几内亚比绍,4.01764348729183
2016,几内亚比绍,4.04795152265239
2015,几内亚比绍,4.0814281702888735
2014,几内亚比绍,4.113983777474449
2013,几内亚比绍,4.150409786155049
2012,几内亚比绍,4.18950321539533
2011,几内亚比绍,4.231203744939298
2010,几内亚比绍,4.274858931480352
2009,几内亚比绍,4.320018243389936
2008,几内亚比绍,4.363098624788363
2007,几内亚比绍,4.405254760793088
2006,几内亚比绍,4.445939960417534
2005,几内亚比绍,4.485259889315534
2004,几内亚比绍,4.522331907679087
2003,几内亚比绍,4.55849777778966
2002,几内亚比绍,4.5916795958055925
2001,几内亚比绍,4.622027303054514
2019,圭亚那,3.1962211343033946
2018,圭亚那,3.2276373305367736
2017,圭亚那,3.2561716096118976
2016,圭亚那,3.2831643147505627
2015,圭亚那,3.309447523052588
2014,圭亚那,3.3357695763397
2013,圭亚那,3.3593331775634567
2012,圭亚那,3.3782698770184507
2011,圭亚那,3.3978584803966405
2010,圭亚那,3.4164143474670157
2009,圭亚那,3.4339872044851463
2008,圭亚那,3.4518904959776733
2007,圭亚那,3.4704124506836282
2006,圭亚那,3.488597571942989
2005,圭亚那,3.507057772361633
2004,圭亚那,3.525772116243786
2003,圭亚那,3.54558628428746
2002,圭亚那,3.566146688731639
2001,圭亚那,3.5876769486047735
2019,海地,3.875773872753025
2018,海地,3.900355200560464
2017,海地,3.925531355452938
2016,海地,3.9495114498391377
2015,海地,3.9742463486082777
2014,海地,3.9954446135672184
2013,海地,4.01620282433781
2012,海地,4.036891987474015
2011,海地,4.057161771094385
2010,海地,4.4474631899580555
2009,海地,4.09717388923226
2008,海地,4.116921116401006
2007,海地,4.137244396537321
2006,海地,4.157945143631696
2005,海地,4.179145163914566
2004,海地,4.2011040987936346
2003,海地,4.2249341319257026
2002,海地,4.250778348063927
2001,海地,4.278885875754368
2019,洪都拉斯,2.670694414558441
2018,洪都拉斯,2.703372611551099
2017,洪都拉斯,2.7343675094195836
2016,洪都拉斯,2.7694588292308535
2015,洪都拉斯,2.8027541365715076
2014,洪都拉斯,2.8384934971274993
2013,洪都拉斯,2.872999508171694
2012,洪都拉斯,2.9096295745005794
2011,洪都拉斯,2.947591898226056
2010,洪都拉斯,2.9861868607104594
2009,洪都拉斯,3.026261478588814
2008,洪都拉斯,3.068052935133617
2007,洪都拉斯,3.1095072878128356
2006,洪都拉斯,3.1514531485507664
2005,洪都拉斯,3.1945831322991562
2004,洪都拉斯,3.238286218388024
2003,洪都拉斯,3.281287084989598
2002,洪都拉斯,3.3246762437544124
2001,洪都拉斯,3.367985247456042
2019,匈牙利,1.1085626195212777
2018,匈牙利,1.1969481893889715
2017,匈牙利,1.2864740258376797
2016,匈牙利,1.3762440252663892
2015,匈牙利,1.451613827240533
2014,匈牙利,1.5107219394949427
2013,匈牙利,1.5496879080283263
2012,匈牙利,1.5748464676644813
2011,匈牙利,1.5953389880545987
2010,匈牙利,1.6193882432872684
2009,匈牙利,1.6563214983329508
2008,匈牙利,1.7047480922384253
2007,匈牙利,1.7578579175523736
2006,匈牙利,1.8082887711792655
2005,匈牙利,1.8562979903656263
2004,匈牙利,1.9080599249242156
2003,匈牙利,1.9671123567059163
2002,匈牙利,2.0320878452963655
2001,匈牙利,2.0980179272527715
2019,冰岛,0.4382549309311553
2018,冰岛,0.47000362924573563
2017,冰岛,0.5068176023684519
2016,冰岛,0.5364933705145685
2015,冰岛,0.5653138090500605
2014,冰岛,0.598836501088704
2013,冰岛,0.6312717768418578
2012,冰岛,0.6626879730752367
2011,冰岛,0.6931471805599453
2010,冰岛,0.7275486072772777
2009,冰岛,0.7608058290337602
2008,冰岛,0.7975071958841882
2007,冰岛,0.8372475245337022
2006,冰岛,0.8754687373538999
2005,冰岛,0.9202827531436925
2004,冰岛,0.9631743177730056
2003,冰岛,1.0116009116784799
2002,冰岛,1.0577902941478545
2001,冰岛,1.1085626195212777
2019,印度,3.3414473772563813
2018,印度,3.3921566370100065
2017,印度,3.445533195482207
2016,印度,3.4998353515591547
2015,印度,3.5536323047059106
2014,印度,3.6068556186353455
2013,印度,3.659450643423124
2012,印度,3.7108855343765508
2011,印度,3.7612001156935624
2010,印度,3.8097687713893897
2009,印度,3.856510295497887
2008,印度,3.900962058068721
2007,印度,3.9427461780709865
2006,印度,3.9824814690767076
2005,印度,4.020518601581445
2004,印度,4.0573347365882
2003,印度,4.093844437180419
2002,印度,4.129872568281246
2001,印度,4.165734558308774
2019,印度尼西亚,3.0076608444192647
2018,印度尼西亚,3.041661205442391
2017,印度尼西亚,3.0763901765714454
2016,印度尼西亚,3.1126260250254902
2015,印度尼西亚,3.1480240838962494
2014,印度尼西亚,3.1851121947153915
2013,印度尼西亚,3.22207071576472
2012,印度尼西亚,3.25848107946056
2011,印度尼西亚,3.2943542860441064
2010,印度尼西亚,3.3311325072138684
2009,印度尼西亚,3.367640598133313
2008,印度尼西亚,3.403860499081639
2007,印度尼西亚,3.440738556282688
2006,印度尼西亚,3.4781584227982836
2005,印度尼西亚,3.5157158351047473
2004,印度尼西亚,3.588782837575651
2003,印度尼西亚,3.5934692693092782
2002,印度尼西亚,3.6331024386449378
2001,印度尼西亚,3.6735119769828146
2019,伊拉克,3.0832851705618523
2018,伊拉克,3.113959654918641
2017,伊拉克,3.1441522786722644
2016,伊拉克,3.173878458937465
2015,伊拉克,3.204776900488699
2014,伊拉克,3.234355395716587
2013,伊拉克,3.263849190510932
2012,伊拉克,3.293612170982218
2011,伊拉克,3.322514859627687
2010,伊拉克,3.3506055955460954
2009,伊拉克,3.377928754722801
2008,伊拉克,3.403860499081639
2007,伊拉克,3.428488241898059
2006,伊拉克,3.4506222649896783
2005,伊拉克,3.471345141564237
2004,伊拉克,3.4907333469730104
2003,伊拉克,3.508855256368665
2002,伊拉克,3.5269485869677157
2001,伊拉克,3.5447203584143305
2019,爱尔兰,1.0402767116551463
2018,爱尔兰,1.0715836162801904
2017,爱尔兰,1.1019400787607843
2016,爱尔兰,1.1314021114911006
2015,爱尔兰,1.1568811967920856
2014,爱尔兰,1.1817271953786161
2013,爱尔兰,1.2029723039923526
2012,爱尔兰,1.220829921392359
2011,爱尔兰,1.2412685890696329
2010,爱尔兰,1.264126727145683
2009,爱尔兰,1.2892326482767593
2008,爱尔兰,1.3217558399823195
2007,爱尔兰,1.3609765531356006
2006,爱尔兰,1.410986973710262
2005,爱尔兰,1.4747630091074988
2004,爱尔兰,1.547562508716013
2003,爱尔兰,1.6253112615903906
2002,爱尔兰,1.6956156086751528
2001,爱尔兰,1.7526720805200082
2019,以色列,1.0885619528146082
2018,以色列,1.1019400787607843
2017,以色列,1.1184149159642893
2016,以色列,1.1314021114911006
2015,以色列,1.1505720275988207
2014,以色列,1.172482137234565
2013,以色列,1.199964782928397
2012,以色列,1.2325602611778486
2011,以色列,1.264126727145683
2010,以色列,1.3001916620664788
2009,以色列,1.332366019094335
2008,以色列,1.3711807233098425
2007,以色列,1.410986973710262
2006,以色列,1.4539530095937054
2005,以色列,1.4996230464268938
2004,以色列,1.5496879080283263
2003,以色列,1.5953389880545987
2002,以色列,1.6389967146756448
2001,以色列,1.6789639750827108
2019,意大利,0.9858167945227654
2018,意大利,1.0116009116784799
2017,意大利,1.0367368849500223
2016,意大利,1.0577902941478545
2015,意大利,1.0818051703517284
2014,意大利,1.1118575154181303
2013,意大利,1.1378330018213911
2012,意大利,1.1631508098056809
2011,意大利,1.1908875647772805
2010,意大利,1.2149127443642704
2009,意大利,1.235471471385307
2008,意大利,1.2584609896100056
2007,意大利,1.2781522025001875
2006,意大利,1.3029127521808397
2005,意大利,1.332366019094335
2004,意大利,1.3686394258811698
2003,意大利,1.4085449700547104
2002,意大利,1.4539530095937054
2001,意大利,1.501852701754163
2019,牙买加,2.4790562361098245
2018,牙买加,2.509599262378372
2017,牙买加,2.5400259490090797
2016,牙买加,2.570319527636131
2015,牙买加,2.5974910105351463
2014,牙买加,2.6311691567662523
2013,牙买加,2.6616571615324998
2012,牙买加,2.691243082785829
2011,牙买加,2.7180005319553784
2010,牙买加,2.7434173449395014
2009,牙买加,2.766319109226186
2008,牙买加,2.787477334733532
2007,牙买加,2.8039662579320366
2006,牙买加,2.817801065061329
2005,牙买加,2.831447079246135
2004,牙买加,2.8449093838194073
2003,牙买加,2.8616292890305104
2002,牙买加,2.8814431271518632
2001,牙买加,2.9047128751668225
2019,日本,0.5877866649021191
2018,日本,0.6151856390902335
2017,日本,0.6418538861723947
2016,日本,0.6678293725756554
2015,日本,0.6981347220709843
2014,日本,0.7275486072772777
2013,日本,0.7561219797213337
2012,日本,0.7884573603642703
2011,日本,0.8329091229351039
2010,日本,0.8544153281560676
2009,日本,0.8878912573524571
2008,日本,0.9202827531436925
2007,日本,0.9516578757114463
2006,日本,0.9820784724121582
2005,日本,1.0116009116784799
2004,日本,1.0438040521731147
2003,日本,1.0715836162801904
2002,日本,1.1052568313867783
2001,日本,1.144222799920162
2019,约旦,2.596000697293587
2018,约旦,2.626116818339524
2017,约旦,2.6567569067146595
2016,约旦,2.6871669901857858
2015,约旦,2.716018370751387
2014,约旦,2.7427736371605955
2013,约旦,2.7700855920216627
2012,约旦,2.7960610784249234
2011,约旦,2.8231630082027146
2010,约旦,2.850128299695199
2009,约旦,2.8763855159214247
2008,约旦,2.9041650800285006
2007,约旦,2.9317269435780786
2006,约旦,2.9590682891823996
2005,约旦,2.9861868607104594
2004,约旦,3.013080911888604
2003,约旦,3.039749158970765
2002,约旦,3.0661907372025525
2001,约旦,3.092405160814252
2019,哈萨克斯坦,2.2300144001592104
2018,哈萨克斯坦,2.2192034840549946
2017,哈萨克斯坦,2.2332350148592526
2016,哈萨克斯坦,2.2793164660546914
2015,哈萨克斯坦,2.355177543113216
2014,哈萨克斯坦,2.453587966530573
2013,哈萨克斯坦,2.5664866367804233
2012,哈萨克斯坦,2.681706225762608
2011,哈萨克斯坦,2.794839331174601
2010,哈萨克斯坦,2.9014215940827497
2009,哈萨克斯坦,2.998229153752578
2008,哈萨克斯坦,3.086943153607375
2007,哈萨克斯坦,3.168003494494444
2006,哈萨克斯坦,3.2414197893030954
2005,哈萨克斯坦,3.3072529354856135
2004,哈萨克斯坦,3.367295829986474
2003,哈萨克斯坦,3.4242626545931514
2002,哈萨克斯坦,3.481240089335692
2001,哈萨克斯坦,3.5389282773504322
2019,肯尼亚,3.461665128429245
2018,肯尼亚,3.4910380856619447
2017,肯尼亚,3.5234150143864045
2016,肯尼亚,3.539508997459668
2015,肯尼亚,3.564449375735759
2014,肯尼亚,3.5981338408071912
2013,肯尼亚,3.623540612805596
2012,肯尼亚,3.643882088183201
2011,肯尼亚,3.652215469742345
2010,肯尼亚,3.6747805297344347
2009,肯尼亚,3.697343532526066
2008,肯尼亚,3.723522397557476
2007,肯尼亚,3.779177092094717
2006,肯尼亚,3.8238473145244205
2005,肯尼亚,3.8732821771117156
2004,肯尼亚,3.9267145541711357
2003,肯尼亚,3.9718002094640066
2002,肯尼亚,4.014218517742816
2001,肯尼亚,4.054216771131322
2019,基里巴斯,3.6916256797819615
2018,基里巴斯,3.71965111278069
2017,基里巴斯,3.745496054532832
2016,基里巴斯,3.7718409748282835
2015,基里巴斯,3.7972853279577228
2014,基里巴斯,3.819469023817538
2013,基里巴斯,3.8426729272933526
2012,基里巴斯,3.8624125048748117
2011,基里巴斯,3.8817699622571253
2010,基里巴斯,3.8981269002360346
2009,基里巴斯,3.9104217240611723
2008,基里巴斯,3.917607383722047
2007,基里巴斯,3.91879998970717
2006,基里巴斯,3.917010546939185
2005,基里巴斯,3.9158158036668422
2004,基里巴斯,3.917209532115446
2003,基里巴斯,3.923753928303845
2002,基里巴斯,3.9373008126124147
2001,基里巴斯,3.956805148200039
2019,科威特,1.9125010869241836
2018,科威特,1.937301774518713
2017,科威特,1.9600947840472698
2016,科威特,1.9837562915454279
2015,科威特,2.0095554142156695
2014,科威特,2.0373166153791646
2013,科威特,2.0706530356467567
2012,科威特,2.1102132003465894
2011,科威特,2.150598735996164
2010,科威特,2.187174241482718
2009,科威特,2.217027204632399
2008,科威特,2.2396452932201716
2007,科威特,2.254444717666111
2006,科威特,2.2679936482244267
2005,科威特,2.2823823856765264
2004,科威特,2.298577071596507
2003,科威特,2.3135250330323798
2002,科威特,2.3282528397426234
2001,科威特,2.344686269012681
2019,吉尔吉斯坦,2.794839331174601
2018,吉尔吉斯坦,2.840247370713596
2017,吉尔吉斯坦,2.8892600290434745
2016,吉尔吉斯坦,2.9402195636237325
2015,吉尔吉斯坦,2.9902170928658807
2014,吉尔吉斯坦,3.0392705755684744
2013,吉尔吉斯坦,3.089677886396519
2012,吉尔吉斯坦,3.142858338444285
2011,吉尔吉斯坦,3.1990811975400213
2010,吉尔吉斯坦,3.2607852279454104
2009,吉尔吉斯坦,3.325755186495297
2008,吉尔吉斯坦,3.3877743613300146
2007,吉尔吉斯坦,3.4420193761824107
2006,吉尔吉斯坦,3.487069220736119
2005,吉尔吉斯坦,3.529297384289471
2004,吉尔吉斯坦,3.571783682237689
2003,吉尔吉斯坦,3.6149637711637683
2002,吉尔吉斯坦,3.6584202466292277
2001,吉尔吉斯坦,3.702782359282928
2019,拉脱维亚,1.128171090909654
2018,拉脱维亚,1.1939224684724346
2017,拉脱维亚,1.2669476034873244
2016,拉脱维亚,1.3506671834767394
2015,拉脱维亚,1.4398351280479205
2014,拉脱维亚,1.5325568680981427
2013,拉脱维亚,1.6272778305624314
2012,拉脱维亚,1.7209792871670078
2011,拉脱维亚,1.8050046959780757
2010,拉脱维亚,1.8779371654691073
2009,拉脱维亚,1.9387416595767009
2008,拉脱维亚,1.9933388426264242
2007,拉脱维亚,2.0425181875752383
2006,拉脱维亚,2.0955609235597192
2005,拉脱维亚,2.155244505095337
2004,拉脱维亚,2.217027204632399
2003,拉脱维亚,2.2741856184723477
2002,拉脱维亚,2.325324579963535
2001,拉脱维亚,2.378619779270043
2019,黎巴嫩,1.8180767775454285
2018,黎巴嫩,1.851599469584072
2017,黎巴嫩,1.884034745337226
2016,黎巴嫩,1.9198594718553708
2015,黎巴嫩,1.9572739077056285
2014,黎巴嫩,2.0028304393079956
2013,黎巴嫩,2.0412203288596382
2012,黎巴嫩,2.0844290831908747
2011,黎巴嫩,2.128231705849268
2010,黎巴嫩,2.174751721484161
2009,黎巴嫩,2.225704048658088
2008,黎巴嫩,2.2823823856765264
2007,黎巴嫩,2.3485140248824456
2006,黎巴嫩,2.419478844465545
2005,黎巴嫩,2.495681722955959
2004,黎巴嫩,2.5710843460290524
2003,黎巴嫩,2.640484881606444
2002,黎巴嫩,2.7087166456453704
2001,黎巴嫩,2.7694588292308535
2019,莱索托,4.220683484265119
2018,莱索托,4.2354100025007035
2017,莱索托,4.272072250005828
2016,莱索托,4.28096243218686
2015,莱索托,4.274998061915358
2014,莱索托,4.270675991750506
2013,莱索托,4.27874728521988
2012,莱索托,4.279301532151069
2011,莱索托,4.272909070138343
2010,莱索托,4.299731391947051
2009,莱索托,4.324529928325356
2008,莱索托,4.361696368200631
2007,莱索托,4.333755086000182
2006,莱索托,4.35040696029342
2005,莱索托,4.3425058765115985
2004,莱索托,4.341334840010591
2003,莱索托,4.3408139388398075
2002,莱索托,4.337552144572052
2001,莱索托,4.335458998857547
2019,利比里亚,4.130033404630607
2018,利比里亚,4.148043294556035
2017,利比里亚,4.163404098153595
2016,利比里亚,4.176845783733844
2015,利比里亚,4.191471272952824
2014,利比里亚,4.2110900227464905
2013,利比里亚,4.220095767527661
2012,利比里亚,4.237289838207198
2011,利比里亚,4.2581626474514955
2010,利比里亚,4.283034685466931
2009,利比里亚,4.3130784050476105
2008,利比里亚,4.349374302398632
2007,利比里亚,4.393337425819748
2006,利比里亚,4.44500143383527
2005,利比里亚,4.504686647409769
2004,利比里亚,4.57078575912626
2003,利比里亚,4.640537329825382
2002,利比里亚,4.7104306966455844
2001,利比里亚,4.777441406928545
2019,利比亚,2.2905125117597764
2018,利比亚,2.325324579963535
2017,利比亚,2.3608540011180215
2016,利比亚,2.3960754360813845
2015,利比亚,2.4344901638739844
2014,利比亚,2.47232786758114
2013,利比亚,2.5152741864043966
2012,利比亚,2.558776498354456
2011,利比亚,2.6290069937617573
2010,利比亚,2.65605490598383
2009,利比亚,2.712706012638404
2008,利比亚,2.7788192719904172
2007,利比亚,2.8507065015037334
2006,利比亚,2.9231615807191558
2005,利比亚,2.9871959425317045
2004,利比亚,3.041661205442391
2003,利比亚,3.086486636822455
2002,利比亚,3.122364924487357
2001,利比亚,3.1535903581695712
2019,立陶宛,1.095273387402595
2018,立陶宛,1.1878434223960523
2017,立陶宛,1.2781522025001875
2016,立陶宛,1.3506671834767394
